channel_id,name,telemetr_slug,telemetr_url,telegram_url_inferred,subscribers,growth_24h,growth_30d,views,engagement_rate,raw_cells
1289929445,തൊഴിലവസരങ്ങൾ,thozhilavasarangal,https://telemetr.io/en/channels/1289929445-thozhilavasarangal,https://t.me/thozhilavasarangal,49791,15,589,0,0.0,90 തൊഴിലവസരങ്ങൾ Public channel Username for Pro || 49 791 ||  || 15 || 589 ||  || 0 || 0 % || Career
1223114717,IndiaFastJobAlert.Com,indiafastjobalert,https://telemetr.io/en/channels/1223114717-indiafastjobalert,https://t.me/indiafastjobalert,49719,49,949,6295,12.66,91 IndiaFastJobAlert.Com Public channel Username for Pro || 49 719 ||  || 49 || 949 ||  || 6 295 || 12.66 % || Career
2115406080,Hindustan Jobs Net,hindustanjobsnet,https://telemetr.io/en/channels/2115406080-hindustanjobsnet,https://t.me/hindustanjobsnet,49559,56,1313,6739,13.6,92 Hindustan Jobs Net Public channel Username for Pro || 49 559 ||  || 56 || 1 313 ||  || 6 739 || 13.60 % || Career
1879913957,Sarkari Naukri - Jobs | Results | News,sarkari_naukri_jobs_news_results,https://telemetr.io/en/channels/1879913957-sarkari_naukri_jobs_news_results,https://t.me/sarkari_naukri_jobs_news_results,48970,164,5836,2717,5.55,93 Sarkari Naukri - Jobs | Results | News Public channel Username for Pro || 48 970 ||  || 164 || 5 836 ||  || 2 717 || 5.55 % || Career
1344220191,Job4You India,job4youindia,https://telemetr.io/en/channels/1344220191-job4youindia,https://t.me/job4youindia,48927,1,706,13602,27.8,94 Job4You India Public channel Username for Pro || 48 927 ||  || 1 || 706 ||  || 13 602 || 27.80 % || Career
1155538707,Placement Fellas-Off Campus Drives,placement_fellas,https://telemetr.io/en/channels/1155538707-placement_fellas,https://t.me/placement_fellas,48706,39,779,1880,3.86,95 Placement Fellas-Off Campus Drives Public channel Username for Pro || 48 706 ||  || 39 || 779 ||  || 1 880 || 3.86 % || Career
1262957579,ಕರ್ನಾಟಕ ಉದ್ಯೋಗ ಮಾಹಿತಿ™,karnataka_jobalert,https://telemetr.io/en/channels/1262957579-karnataka_jobalert,https://t.me/karnataka_jobalert,48680,13,469,984,2.02,96 ಕರ್ನಾಟಕ ಉದ್ಯೋಗ ಮಾಹಿತಿ™ Public channel Username for Pro || 48 680 ||  || 13 || 469 ||  || 984 || 2.02 % || Career
1770488221,ONJob.ai - Job Updates,jobupdates4,https://telemetr.io/en/channels/1770488221-jobupdates4,https://t.me/jobupdates4,48518,35,1484,2397,4.94,97 ONJob.ai - Job Updates Public channel Username for Pro || 48 518 ||  || 35 || 1 484 ||  || 2 397 || 4.94 % || Career
1675029131,mnnokari.in - मराठी नोकरी - Marathi Nokari - माझी नौकरी - Majhi Naukri - MN Nokari - MN नोकरी,mnnokari,https://telemetr.io/en/channels/1675029131-mnnokari,https://t.me/mnnokari,48011,32,610,6410,13.35,99 mnnokari.in - मराठी नोकरी - Marathi Nokari - माझी नौकरी - Majhi Naukri - MN Nokari - MN नोकरी Public channel Username for Pro || 48 011 ||  || 32 || 610 ||  || 6 410 || 13.35 % || Career
1998085391,MNC MEGA HIRING,mncmegahiring,https://telemetr.io/en/channels/1998085391-mncmegahiring,https://t.me/mncmegahiring,46698,43,793,1229,2.63,100 MNC MEGA HIRING Public channel Username for Pro || 46 698 ||  || 43 || 793 ||  || 1 229 || 2.63 % || Career
